amount,average_transaction_amount,amount_ratio,transaction_hour,transaction_day,location_match,location_changed,new_device,trusted_ip,vpn_used,failed_login_count,password_reset,otp_verified,session_duration_minutes,ip_reputation_score,new_receiver,receiver_trust_score,receiver_risk_score,merchant_category,payment_method,high_risk_merchant,night_transaction,impossible_travel,time_gap_minutes,previous_transactions_last_1_hour,previous_transactions_last_24_hours,high_value_transaction,persona,home_city,login_city,transaction_city,is_fraud
43285.47,64608.14,0.67,5,0,1,0,0,1,0,0,0,1,10,91,0,85,24,Electronics,Debit Card,0,0,0,2.0,0,1,0,Business,Gurgaon,Gurgaon,Gurgaon,0
35771.5,64608.14,0.554,11,0,1,0,0,1,0,0,0,1,30,94,1,71,16,Travel,Debit Card,0,0,0,13.0,0,2,0,Business,Gurgaon,Gurgaon,Gurgaon,0
95876.44,64608.14,1.484,15,0,1,0,0,1,0,0,0,1,7,90,0,71,16,E-commerce,Debit Card,0,0,0,2.0,0,3,0,Business,Gurgaon,Gurgaon,Gurgaon,0
19471.68,64608.14,0.301,19,1,1,0,0,1,0,0,0,1,14,99,1,81,19,Retail,Debit Card,0,0,0,9.0,0,0,0,Business,Gurgaon,Gurgaon,Gurgaon,0
39661.25,64608.14,0.614,3,3,0,1,0,1,0,0,0,1,9,96,1,85,24,Groceries,Debit Card,0,1,0,4.0,0,0,0,Business,Gurgaon,Gurgaon,Kochi,0
48926.79,64608.14,0.757,9,3,1,0,0,1,0,0,0,1,17,98,0,85,24,Travel,Debit Card,0,0,0,14.0,0,1,0,Business,Gurgaon,Gurgaon,Gurgaon,0
94810.85,64608.14,1.467,21,3,1,0,0,1,0,0,0,1,33,91,1,99,23,E-commerce,Debit Card,0,0,0,13.0,0,2,0,Business,Gurgaon,Gurgaon,Gurgaon,0
73339.94,64608.14,1.135,18,4,1,1,0,0,0,0,0,1,12,100,1,73,22,Electronics,Debit Card,0,0,1,6.0,0,1,0,Business,Gurgaon,Chandigarh,Chandigarh,0
263615.28,64608.14,4.08,10,5,1,1,0,0,0,0,0,1,27,88,0,71,16,Food,UPI,0,0,1,10.0,0,1,1,Business,Gurgaon,Delhi,Delhi,1
54604.96,64608.14,0.845,10,5,1,1,0,0,0,0,0,1,26,96,0,85,24,E-commerce,Debit Card,0,0,0,9.0,1,2,0,Business,Gurgaon,Chandigarh,Chandigarh,0
24917.54,64608.14,0.386,14,6,1,1,0,0,0,0,0,1,7,100,0,99,23,Retail,Debit Card,0,0,1,1.0,0,0,0,Business,Gurgaon,Chandigarh,Chandigarh,0
63471.84,64608.14,0.982,13,0,1,0,0,1,0,1,0,1,26,93,0,99,23,E-commerce,Debit Card,0,0,0,15.0,0,1,0,Business,Gurgaon,Gurgaon,Gurgaon,0
68565.3,64608.14,1.061,0,1,1,1,0,0,0,0,0,1,16,99,0,85,24,Groceries,Debit Card,0,1,0,13.0,0,1,0,Business,Gurgaon,Chandigarh,Chandigarh,0
37498.2,64608.14,0.58,12,1,1,1,0,0,0,0,0,1,27,87,0,85,24,E-commerce,Debit Card,0,0,0,8.0,0,2,0,Business,Gurgaon,Chandigarh,Chandigarh,0
77833.64,64608.14,1.205,13,1,1,0,0,1,0,0,0,1,14,89,0,81,19,Electronics,Debit Card,0,0,0,4.0,0,2,0,Business,Gurgaon,Gurgaon,Gurgaon,0
31435.85,64608.14,0.487,19,1,0,1,0,0,0,0,0,1,31,89,0,85,24,Groceries,Debit Card,0,0,1,15.0,0,3,0,Business,Gurgaon,Delhi,Jaipur,0
93677.11,64608.14,1.45,0,2,1,0,0,1,0,0,0,1,16,89,0,99,23,Travel,Debit Card,0,1,1,8.0,0,3,0,Business,Gurgaon,Gurgaon,Gurgaon,0
84487.73,64608.14,1.308,3,2,1,0,0,1,0,0,0,1,22,93,1,89,17,Retail,Debit Card,0,1,0,4.0,0,4,0,Business,Gurgaon,Gurgaon,Gurgaon,0
82306.97,64608.14,1.274,18,2,1,1,0,0,0,0,0,1,14,85,1,97,20,Food,Debit Card,0,0,0,2.0,0,3,0,Business,Gurgaon,Delhi,Delhi,0
268.33,635.43,0.422,5,0,1,1,0,0,0,0,0,1,21,96,0,90,0,Groceries,NEFT,0,0,1,2.0,0,0,0,Senior Citizen,Hyderabad,Ahmedabad,Ahmedabad,0
722.58,635.43,1.137,6,0,0,1,0,0,0,0,0,1,5,100,1,98,15,Travel,NEFT,0,0,0,4.0,0,1,0,Senior Citizen,Hyderabad,Ahmedabad,Chandigarh,0
328.95,635.43,0.518,6,2,1,0,0,1,0,0,0,1,16,97,1,90,0,Electronics,NEFT,0,0,0,6.0,0,0,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
506.69,635.43,0.797,23,4,1,0,0,1,0,1,0,1,13,92,1,70,30,Retail,NEFT,0,0,1,4.0,0,0,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
335.61,635.43,0.528,8,6,1,0,0,1,0,0,0,1,24,89,0,90,0,Travel,NEFT,0,0,0,11.0,0,0,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
306.73,635.43,0.483,18,6,1,0,0,1,1,0,0,1,9,64,0,98,15,Retail,NEFT,0,0,0,5.0,0,1,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
800.8,635.43,1.26,19,6,1,0,0,1,0,0,0,1,30,93,1,76,6,Travel,NEFT,0,0,0,10.0,1,2,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
728.06,635.43,1.146,22,6,1,0,0,1,0,0,0,1,18,92,0,98,15,E-commerce,NEFT,0,0,0,4.0,0,3,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
7084.56,635.43,11.149,4,0,1,1,1,0,0,5,1,1,24,14,1,20,70,Retail,Net Banking,0,1,1,9.0,0,4,1,Senior Citizen,Hyderabad,Bengaluru,Bengaluru,1
216.16,635.43,0.34,18,0,1,0,0,1,0,0,0,1,27,88,0,90,0,Electronics,NEFT,0,0,0,8.0,0,4,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
2388.51,635.43,3.759,11,1,1,0,0,1,1,0,0,1,23,62,1,71,0,Travel,NEFT,0,0,0,6.0,0,1,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
947.73,635.43,1.491,16,1,1,0,0,1,0,0,0,1,9,87,0,90,0,Groceries,NEFT,0,0,1,8.0,0,2,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
566.27,635.43,0.891,17,1,1,0,0,1,0,0,0,1,23,92,0,90,0,Food,NEFT,0,0,0,9.0,0,3,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
782.55,635.43,1.232,20,1,1,0,0,1,0,0,0,0,11,85,0,71,0,Food,NEFT,0,0,0,7.0,0,3,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
938.86,635.43,1.478,20,1,1,0,0,1,0,0,0,1,16,99,0,70,30,Groceries,NEFT,0,0,0,1.0,1,4,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
872.52,635.43,1.373,1,2,1,0,0,1,0,0,0,1,28,98,0,71,0,Travel,NEFT,0,1,0,12.0,0,5,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
484.91,635.43,0.763,3,2,1,0,0,1,0,0,0,1,12,100,0,71,0,E-commerce,NEFT,0,1,0,9.0,0,6,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
303.2,635.43,0.477,6,2,1,0,0,1,0,1,0,1,18,87,0,98,15,Electronics,NEFT,0,0,0,6.0,0,7,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
384.92,635.43,0.606,8,2,1,0,0,1,0,0,0,1,16,92,0,71,0,E-commerce,NEFT,0,0,0,9.0,0,8,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
755.65,635.43,1.189,12,2,1,0,0,1,0,2,0,1,14,87,0,71,0,Groceries,NEFT,0,0,0,9.0,0,8,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
3811.78,635.43,5.999,16,2,1,0,1,0,1,0,0,1,25,58,1,23,78,Groceries,IMPS,0,0,0,11.0,0,8,1,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,1
335.24,635.43,0.528,20,2,1,0,0,1,0,0,0,1,14,91,0,90,0,Groceries,NEFT,0,0,0,5.0,0,8,0,Senior Citizen,Hyderabad,Hyderabad,Hyderabad,0
1131.37,2520.5,0.449,0,0,1,0,1,0,1,5,0,0,19,24,0,93,27,E-commerce,Credit Card,0,1,0,8.0,0,0,0,Senior Citizen,Delhi,Delhi,Delhi,1
2561.56,2520.5,1.016,16,2,1,0,0,1,0,0,0,1,23,100,1,88,7,Retail,IMPS,0,0,0,10.0,0,0,0,Senior Citizen,Delhi,Delhi,Delhi,0
5861.06,2520.5,2.325,0,3,1,0,1,1,0,0,0,1,14,87,1,100,25,Food,Net Banking,0,1,0,9.0,0,1,0,Senior Citizen,Delhi,Delhi,Delhi,1
2255.2,2520.5,0.895,0,3,1,0,0,1,0,1,0,1,21,98,0,88,7,Travel,IMPS,0,1,0,3.0,1,2,0,Senior Citizen,Delhi,Delhi,Delhi,0
3500.2,2520.5,1.389,2,3,1,0,0,1,0,0,0,1,11,85,0,88,7,Groceries,IMPS,0,1,0,3.0,0,3,0,Senior Citizen,Delhi,Delhi,Delhi,0
2946.53,2520.5,1.169,3,3,1,0,0,1,0,0,0,1,31,89,0,88,7,Travel,IMPS,0,1,0,14.0,0,4,0,Senior Citizen,Delhi,Delhi,Delhi,0
1589.61,2520.5,0.631,4,3,1,0,0,1,0,0,0,1,15,90,0,88,7,Groceries,IMPS,0,1,0,5.0,0,5,0,Senior Citizen,Delhi,Delhi,Delhi,0
2293.2,2520.5,0.91,15,6,1,1,0,0,0,0,0,1,23,87,0,100,25,Groceries,IMPS,0,0,1,4.0,0,0,0,Senior Citizen,Delhi,Chandigarh,Chandigarh,0
3642.63,2520.5,1.445,22,6,1,1,0,0,0,0,0,1,25,100,0,88,7,Food,IMPS,0,0,0,15.0,0,1,0,Senior Citizen,Delhi,Chandigarh,Chandigarh,0
3468.59,2520.5,1.376,23,6,1,0,0,1,1,0,0,1,15,77,1,83,28,Retail,IMPS,0,0,0,9.0,1,2,0,Senior Citizen,Delhi,Delhi,Delhi,0
2089.92,2520.5,0.829,4,0,1,0,0,1,0,2,0,1,25,92,0,88,7,Food,IMPS,0,1,0,5.0,0,3,0,Senior Citizen,Delhi,Delhi,Delhi,0
9851.22,2520.5,3.908,15,0,1,0,0,1,0,0,0,1,16,86,0,81,26,Electronics,IMPS,0,0,0,7.0,0,4,0,Senior Citizen,Delhi,Delhi,Delhi,0
1719.0,2520.5,0.682,17,0,1,0,0,1,0,0,0,1,12,100,0,88,7,Travel,IMPS,0,0,0,4.0,0,4,0,Senior Citizen,Delhi,Delhi,Delhi,0
3080.87,2520.5,1.222,18,0,1,0,1,0,1,6,0,0,22,24,0,100,25,Electronics,NEFT,0,0,0,12.0,0,5,0,Senior Citizen,Delhi,Delhi,Delhi,1
1120.19,2520.5,0.444,3,1,0,1,0,0,0,2,0,1,27,88,0,88,7,E-commerce,IMPS,0,1,0,13.0,0,4,0,Senior Citizen,Delhi,Chandigarh,Pune,0
1055.23,2520.5,0.419,7,1,1,0,0,1,0,1,0,0,10,97,0,88,7,Food,IMPS,0,0,0,3.0,0,4,0,Senior Citizen,Delhi,Delhi,Delhi,0
1070.6,2520.5,0.425,10,1,1,1,0,0,0,1,0,1,21,88,0,100,25,Travel,IMPS,0,0,0,13.0,0,5,0,Senior Citizen,Delhi,Chandigarh,Chandigarh,0
17862.87,2520.5,7.087,15,1,1,1,1,0,0,5,1,0,20,10,1,5,88,Travel,Credit Card,0,0,1,2.0,0,6,1,Senior Citizen,Delhi,Pune,Pune,1
11258.24,2520.5,4.467,4,2,0,1,0,1,0,0,0,1,17,97,1,81,26,E-commerce,IMPS,0,1,0,15.0,0,3,1,Senior Citizen,Delhi,Delhi,Mumbai,0
841.08,2520.5,0.334,13,2,1,0,0,1,0,2,0,1,23,91,0,93,27,Groceries,IMPS,0,0,1,5.0,0,2,0,Senior Citizen,Delhi,Delhi,Delhi,0
17929.86,2520.5,7.114,18,2,1,1,1,0,0,3,1,1,20,38,1,14,94,Food,IMPS,0,0,1,14.0,0,2,1,Senior Citizen,Delhi,Bengaluru,Bengaluru,1
5288.25,4578.38,1.155,20,6,1,0,1,1,0,0,0,1,13,98,1,87,3,Travel,NEFT,0,0,0,2.0,0,0,0,Salaried,Chennai,Chennai,Chennai,1
21591.61,4578.38,4.716,20,6,1,0,1,0,1,1,0,1,24,44,1,16,86,Retail,Debit Card,0,0,0,8.0,1,1,1,Salaried,Chennai,Chennai,Chennai,1
2817.37,4578.38,0.615,3,0,1,0,0,1,0,2,0,1,30,91,1,84,20,Crypto,Net Banking,1,1,0,12.0,0,2,0,Salaried,Chennai,Chennai,Chennai,0
6111.33,4578.38,1.335,4,0,1,0,1,0,1,8,0,0,15,7,0,75,13,E-commerce,Net Banking,0,1,0,7.0,0,3,0,Salaried,Chennai,Chennai,Chennai,1
5823.86,4578.38,1.272,14,0,1,0,0,1,0,0,0,1,9,94,0,100,23,E-commerce,Net Banking,0,0,0,7.0,0,4,0,Salaried,Chennai,Chennai,Chennai,0
4398.77,4578.38,0.961,3,3,1,0,0,1,0,0,0,1,21,90,1,100,23,Groceries,Net Banking,0,1,0,3.0,0,0,0,Salaried,Chennai,Chennai,Chennai,0
3507.48,4578.38,0.766,22,6,1,0,0,1,0,0,0,1,27,88,0,84,20,Groceries,Net Banking,0,0,0,11.0,0,0,0,Salaried,Chennai,Chennai,Chennai,0
3000.15,4578.38,0.655,19,0,1,0,0,1,0,1,0,1,6,98,0,73,9,Crypto,Net Banking,1,0,0,5.0,0,1,0,Salaried,Chennai,Chennai,Chennai,0
13740.93,4578.38,3.001,0,1,1,0,0,1,1,0,0,1,13,68,0,75,13,Food,Net Banking,0,1,0,6.0,0,1,0,Salaried,Chennai,Chennai,Chennai,0
4655.42,4578.38,1.017,1,1,0,1,0,1,0,0,0,1,14,90,0,87,3,Food,Net Banking,0,1,0,4.0,0,2,0,Salaried,Chennai,Chennai,Hyderabad,0
2153.21,4578.38,0.47,6,1,1,0,0,1,0,1,0,1,16,99,0,100,23,Travel,Net Banking,0,0,0,3.0,0,3,0,Salaried,Chennai,Chennai,Chennai,0
15011.89,4578.38,3.279,22,1,1,0,0,1,0,2,0,1,8,98,0,75,13,Groceries,Net Banking,0,0,0,3.0,0,3,0,Salaried,Chennai,Chennai,Chennai,0
6225.94,4578.38,1.36,1,2,1,0,0,1,0,0,0,1,17,91,1,73,9,Groceries,Net Banking,0,1,0,4.0,0,3,0,Salaried,Chennai,Chennai,Chennai,0
21256.8,4578.38,4.643,16,2,1,0,1,0,1,0,0,1,23,34,1,19,81,Groceries,IMPS,0,0,0,15.0,0,2,1,Salaried,Chennai,Chennai,Chennai,1
4316.75,3609.71,1.196,1,2,1,0,0,1,0,0,0,1,23,96,1,94,30,Groceries,Debit Card,0,1,0,5.0,0,0,0,Salaried,Mumbai,Mumbai,Mumbai,0
3524.25,3609.71,0.976,2,3,1,0,0,1,1,0,0,1,30,56,0,94,30,Electronics,Debit Card,0,1,0,14.0,0,0,0,Salaried,Mumbai,Mumbai,Mumbai,0
1459.09,3609.71,0.404,6,3,0,1,0,1,0,0,0,1,19,85,0,94,30,Travel,Debit Card,0,0,0,9.0,0,1,0,Salaried,Mumbai,Mumbai,Bengaluru,0
4373.06,3609.71,1.211,12,3,1,0,0,1,0,0,0,1,21,89,0,94,30,Food,Debit Card,0,0,0,9.0,0,2,0,Salaried,Mumbai,Mumbai,Mumbai,0
4846.33,3609.71,1.343,0,4,1,0,0,1,0,0,0,1,10,94,0,94,30,Travel,Debit Card,0,1,0,3.0,0,3,0,Salaried,Mumbai,Mumbai,Mumbai,0
3338.35,3609.71,0.925,6,4,1,0,0,1,0,0,0,1,12,100,0,94,30,Groceries,Debit Card,0,0,0,11.0,0,2,0,Salaried,Mumbai,Mumbai,Mumbai,0
2002.94,3609.71,0.555,1,5,1,0,0,1,0,0,0,1,26,92,0,94,30,Groceries,Debit Card,0,1,0,15.0,0,1,0,Salaried,Mumbai,Mumbai,Mumbai,0
5181.59,3609.71,1.435,16,5,1,0,0,1,0,0,0,1,26,95,0,94,30,E-commerce,Debit Card,0,0,0,6.0,0,1,0,Salaried,Mumbai,Mumbai,Mumbai,0
3118.8,3609.71,0.864,2,0,1,1,0,0,0,0,0,1,7,90,1,85,16,E-commerce,Debit Card,0,1,0,4.0,0,0,0,Salaried,Mumbai,Jaipur,Jaipur,0
4604.35,3609.71,1.276,3,0,1,1,0,0,0,0,0,1,13,91,0,84,11,E-commerce,Debit Card,0,1,0,5.0,0,1,0,Salaried,Mumbai,Jaipur,Jaipur,0
5149.84,3609.71,1.427,3,0,1,1,0,0,0,0,0,1,20,86,1,96,29,E-commerce,Debit Card,0,1,0,15.0,1,2,0,Salaried,Mumbai,Jaipur,Jaipur,0
1466.09,3609.71,0.406,5,0,1,1,0,0,0,0,0,1,26,93,0,85,16,Groceries,Debit Card,0,0,0,9.0,0,3,0,Salaried,Mumbai,Jaipur,Jaipur,0
1302.85,3609.71,0.361,6,0,1,1,0,0,0,1,0,1,16,99,0,85,16,Travel,Debit Card,0,0,0,1.0,0,4,0,Salaried,Mumbai,Jaipur,Jaipur,0
1808.41,3609.71,0.501,8,0,1,1,0,0,0,1,0,1,16,87,1,84,11,Travel,Debit Card,0,0,0,15.0,0,5,0,Salaried,Mumbai,Jaipur,Jaipur,0
4284.54,3609.71,1.187,8,0,1,1,0,0,0,0,0,1,15,100,0,94,30,Retail,Debit Card,0,0,0,14.0,1,6,0,Salaried,Mumbai,Jaipur,Jaipur,0
2415.01,3609.71,0.669,9,0,1,0,0,1,0,1,0,1,18,96,0,94,30,Food,Debit Card,0,0,0,2.0,2,7,0,Salaried,Mumbai,Mumbai,Mumbai,0
4735.53,3609.71,1.312,8,1,1,0,0,1,0,0,0,1,17,93,0,94,30,Travel,Debit Card,0,0,0,7.0,0,3,0,Salaried,Mumbai,Mumbai,Mumbai,0
4142.4,3609.71,1.148,14,1,1,1,0,0,0,0,0,1,14,98,0,94,30,Electronics,Debit Card,0,0,1,7.0,0,1,0,Salaried,Mumbai,Jaipur,Jaipur,0
4330.58,3609.71,1.2,15,1,1,1,0,0,1,0,0,1,19,76,1,93,30,Food,Debit Card,0,0,0,2.0,0,2,0,Salaried,Mumbai,Jaipur,Jaipur,0
3520.64,3609.71,0.975,22,1,1,1,0,0,0,0,0,1,23,98,0,94,30,Travel,Debit Card,0,0,0,9.0,0,3,0,Salaried,Mumbai,Jaipur,Jaipur,0
45008.66,3609.71,12.469,23,1,1,1,1,0,0,4,1,1,24,40,1,30,87,Food,Debit Card,0,0,1,11.0,0,4,1,Salaried,Mumbai,Bengaluru,Bengaluru,1
2796.46,3609.71,0.775,0,2,1,1,0,0,0,3,0,1,20,88,0,94,30,Food,Debit Card,0,1,0,15.0,1,5,0,Salaried,Mumbai,Jaipur,Jaipur,0
3630.41,3609.71,1.006,2,2,1,1,0,0,0,0,0,1,27,98,0,85,16,Food,Debit Card,0,1,1,13.0,0,6,0,Salaried,Mumbai,Jaipur,Jaipur,0
38800.63,3609.71,10.749,5,2,1,1,0,0,1,0,0,1,16,97,1,16,77,Crypto,Net Banking,1,0,0,7.0,0,7,1,Salaried,Mumbai,Jaipur,Jaipur,1
5105.01,3609.71,1.414,14,2,1,1,0,0,0,0,0,1,22,85,0,94,30,Retail,Debit Card,0,0,0,5.0,0,6,0,Salaried,Mumbai,Jaipur,Jaipur,0
4859.74,3609.71,1.346,2,3,1,1,0,0,0,1,0,1,15,93,0,94,30,Food,Debit Card,0,1,0,8.0,0,3,0,Salaried,Mumbai,Jaipur,Jaipur,0
272.53,257.01,1.06,19,6,1,0,1,1,0,0,0,1,24,87,1,74,2,E-commerce,Credit Card,0,0,0,10.0,0,0,0,Student,Gurgaon,Gurgaon,Gurgaon,1
270.81,257.01,1.054,19,6,1,0,1,1,0,0,0,1,14,86,1,72,29,Food,NEFT,0,0,0,4.0,1,1,0,Student,Gurgaon,Gurgaon,Gurgaon,1
367.37,257.01,1.429,19,6,1,0,0,1,0,3,0,1,15,97,1,73,4,Retail,UPI,0,0,0,7.0,2,2,0,Student,Gurgaon,Gurgaon,Gurgaon,0
477.1,257.01,1.856,20,6,1,0,1,1,0,0,0,1,20,96,1,74,25,Retail,Debit Card,0,0,0,1.0,3,3,0,Student,Gurgaon,Gurgaon,Gurgaon,1
322.49,257.01,1.255,20,6,1,0,0,1,0,0,0,1,27,97,1,78,21,Travel,UPI,0,0,0,8.0,2,4,0,Student,Gurgaon,Gurgaon,Gurgaon,0
273.16,257.01,1.063,1,0,1,0,0,1,0,0,0,1,20,99,0,73,4,Travel,UPI,0,1,0,11.0,0,5,0,Student,Gurgaon,Gurgaon,Gurgaon,0
77.16,257.01,0.3,17,3,1,0,0,1,0,0,0,1,16,99,0,74,25,Electronics,UPI,0,0,0,6.0,0,0,0,Student,Gurgaon,Gurgaon,Gurgaon,0
372.94,257.01,1.451,15,5,0,1,0,1,0,0,0,1,30,90,0,74,2,E-commerce,UPI,0,0,0,11.0,0,0,0,Student,Gurgaon,Gurgaon,Bengaluru,0
276.47,257.01,1.076,15,5,1,0,0,1,1,0,0,1,26,67,0,78,21,E-commerce,UPI,0,0,0,13.0,1,1,0,Student,Gurgaon,Gurgaon,Gurgaon,0
307.51,257.01,1.196,16,5,1,0,0,1,0,0,0,1,17,96,0,74,25,Retail,UPI,0,0,0,2.0,2,2,0,Student,Gurgaon,Gurgaon,Gurgaon,0
116.02,257.01,0.451,20,6,1,0,0,1,0,1,0,1,16,87,1,84,28,Groceries,UPI,0,0,0,12.0,0,0,0,Student,Gurgaon,Gurgaon,Gurgaon,0
2123.72,257.01,8.263,21,6,1,0,0,1,1,2,0,1,12,95,1,16,78,Crypto,UPI,1,0,0,3.0,1,1,1,Student,Gurgaon,Gurgaon,Gurgaon,1
113.92,257.01,0.443,15,1,0,1,0,1,0,0,0,1,12,99,1,86,23,Food,UPI,0,0,0,8.0,0,0,0,Student,Gurgaon,Gurgaon,Hyderabad,0
132.7,257.01,0.516,23,1,1,0,0,1,0,0,0,1,27,87,0,72,29,E-commerce,UPI,0,0,0,11.0,0,1,0,Student,Gurgaon,Gurgaon,Gurgaon,0
4721.06,257.01,18.369,23,1,1,0,0,1,1,0,0,1,20,95,1,23,85,Crypto,Credit Card,1,0,0,6.0,1,2,1,Student,Gurgaon,Gurgaon,Gurgaon,1
124.59,257.01,0.485,3,2,1,0,0,1,0,0,0,1,17,94,1,73,19,Food,UPI,0,1,0,15.0,0,3,0,Student,Gurgaon,Gurgaon,Gurgaon,0
167.94,257.01,0.653,4,2,1,0,0,1,0,1,0,1,17,85,0,80,17,Food,UPI,0,1,0,9.0,1,4,0,Student,Gurgaon,Gurgaon,Gurgaon,0
194.61,257.01,0.757,23,2,1,0,0,1,0,0,0,1,26,87,0,80,17,Electronics,UPI,0,0,0,6.0,0,4,0,Student,Gurgaon,Gurgaon,Gurgaon,0
179.74,257.01,0.699,0,3,1,0,0,1,1,0,0,1,13,74,0,73,4,E-commerce,UPI,0,1,0,4.0,0,3,0,Student,Gurgaon,Gurgaon,Gurgaon,0
381.77,257.01,1.485,2,3,1,0,0,1,0,0,0,1,28,93,0,97,3,Travel,UPI,0,1,0,10.0,0,4,0,Student,Gurgaon,Gurgaon,Gurgaon,0
95775.39,70504.71,1.358,21,6,1,0,0,1,0,0,0,1,7,89,0,92,17,Crypto,Debit Card,1,0,0,5.0,0,0,0,Business,Chennai,Chennai,Chennai,0
55900.57,70504.71,0.793,23,6,1,1,0,0,0,0,0,1,9,98,0,86,7,Groceries,Debit Card,0,0,1,5.0,0,1,0,Business,Chennai,Ahmedabad,Ahmedabad,0
78540.3,70504.71,1.114,0,0,1,1,0,0,0,0,0,1,13,92,1,77,19,Travel,Debit Card,0,1,0,5.0,1,2,0,Business,Chennai,Ahmedabad,Ahmedabad,0
34477.25,70504.71,0.489,13,2,1,0,0,1,0,0,0,1,24,89,1,86,7,Food,Debit Card,0,0,0,6.0,0,0,0,Business,Chennai,Chennai,Chennai,0
92866.27,70504.71,1.317,18,3,1,0,0,1,0,0,0,1,31,94,1,92,17,Travel,Debit Card,0,0,0,12.0,0,0,0,Business,Chennai,Chennai,Chennai,0
52898.9,70504.71,0.75,5,4,1,0,0,1,0,0,0,1,10,94,0,86,7,Retail,Debit Card,0,0,0,1.0,0,1,0,Business,Chennai,Chennai,Chennai,0
97648.7,70504.71,1.385,2,6,1,0,0,1,0,1,0,1,20,95,0,92,17,Food,Debit Card,0,1,1,13.0,0,0,0,Business,Chennai,Chennai,Chennai,0
50424.25,70504.71,0.715,5,0,1,0,0,1,0,0,0,1,20,99,1,82,11,Retail,Debit Card,0,0,0,10.0,0,0,0,Business,Chennai,Chennai,Chennai,0
102605.15,70504.71,1.455,11,0,1,0,0,1,0,0,0,1,18,98,0,92,17,Electronics,Debit Card,0,0,0,9.0,0,1,0,Business,Chennai,Chennai,Chennai,0
57241.35,70504.71,0.812,16,0,1,0,0,1,0,0,0,1,19,95,0,82,11,Groceries,Debit Card,0,0,0,5.0,0,2,0,Business,Chennai,Chennai,Chennai,0
79610.23,70504.71,1.129,14,1,0,1,0,1,0,0,0,1,16,91,1,73,21,E-commerce,Debit Card,0,0,0,8.0,0,1,0,Business,Chennai,Chennai,Bengaluru,0
31488.57,70504.71,0.447,15,1,1,0,0,1,0,0,0,1,17,99,0,82,11,Travel,Debit Card,0,0,0,13.0,1,2,0,Business,Chennai,Chennai,Chennai,0
42443.96,70504.71,0.602,21,1,1,0,0,1,0,0,0,1,13,99,1,98,23,Travel,Debit Card,0,0,0,2.0,0,2,0,Business,Chennai,Chennai,Chennai,0
43832.56,35912.67,1.221,2,0,0,1,0,1,0,0,0,1,18,93,0,100,17,Food,Credit Card,0,1,0,13.0,0,0,0,Business,Delhi,Delhi,Chennai,0
547743.64,35912.67,15.252,4,0,1,0,0,1,1,0,0,1,23,93,1,19,77,Crypto,Credit Card,1,1,0,10.0,0,1,1,Business,Delhi,Delhi,Delhi,1
22580.92,35912.67,0.629,12,0,1,0,0,1,0,0,0,1,19,92,0,100,17,Electronics,Credit Card,0,0,0,3.0,0,2,0,Business,Delhi,Delhi,Delhi,0
28585.11,35912.67,0.796,18,2,1,0,0,1,0,0,0,1,16,100,1,100,17,Travel,Credit Card,0,0,0,5.0,0,0,0,Business,Delhi,Delhi,Delhi,0
17703.07,35912.67,0.493,8,4,0,1,0,1,0,0,0,1,15,90,0,100,17,Electronics,Credit Card,0,0,0,10.0,0,0,0,Business,Delhi,Delhi,Pune,0
13053.03,35912.67,0.363,12,4,1,0,0,1,0,0,0,1,7,87,0,100,17,Travel,Credit Card,0,0,0,3.0,0,1,0,Business,Delhi,Delhi,Delhi,0
21770.14,35912.67,0.606,2,5,1,0,0,1,0,0,0,1,16,90,0,100,17,Travel,Credit Card,0,1,0,11.0,0,2,0,Business,Delhi,Delhi,Delhi,0
15554.39,35912.67,0.433,7,5,1,0,0,1,0,0,0,1,13,88,1,87,1,Groceries,Credit Card,0,0,0,3.0,0,3,0,Business,Delhi,Delhi,Delhi,0
10998.47,35912.67,0.306,10,5,1,0,0,1,0,0,0,1,33,96,0,100,17,Groceries,Credit Card,0,0,0,14.0,0,3,0,Business,Delhi,Delhi,Delhi,0
52184.88,35912.67,1.453,5,0,1,0,0,1,0,0,0,1,17,95,0,90,6,Food,Credit Card,0,0,0,1.0,0,0,0,Business,Delhi,Delhi,Delhi,0
